service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag,days_since_prev_same_category,is_repeat_repair
630,V-0181,Nissan,Rogue,2023,2025-09-18,2025-09,34767,25k-50k,Cooling System,634.29,1,T-13,Midwest,N,211.0,0
627,V-0181,Nissan,Rogue,2023,2025-04-01,2025-04,28566,25k-50k,Engine,3133.14,9,T-09,Southeast,N,,0
628,V-0181,Nissan,Rogue,2023,2025-04-23,2025-04,29763,25k-50k,HVAC,375.34,1,T-17,Northeast,Y,,0
632,V-0182,Nissan,Rogue,2020,2025-02-13,2025-02,44586,25k-50k,Brakes,559.54,1,T-01,Northeast,N,,0
631,V-0182,Nissan,Rogue,2020,2025-02-07,2025-02,44631,25k-50k,Cooling System,419.44,1,T-16,Midwest,N,,0
633,V-0182,Nissan,Rogue,2020,2025-05-04,2025-05,46788,25k-50k,Engine,1195.75,3,T-05,Southwest,N,,0
634,V-0182,Nissan,Rogue,2020,2025-12-09,2025-12,52397,50k-75k,HVAC,373.2,3,T-01,Midwest,N,,0
635,V-0182,Nissan,Rogue,2020,2025-12-26,2025-12,52558,50k-75k,HVAC,239.07,1,T-05,West,N,17.0,1
636,V-0183,Nissan,Sentra,2017,2025-02-27,2025-02,72723,50k-75k,Brakes,302.46,1,T-19,Midwest,N,,0
637,V-0183,Nissan,Sentra,2017,2025-12-28,2025-12,79605,75k-100k,HVAC,247.91,1,T-15,Midwest,N,,0
638,V-0184,Toyota,Corolla,2019,2025-02-08,2025-02,62258,50k-75k,Transmission,2163.52,6,T-03,Midwest,N,,0
641,V-0185,Honda,Civic,2017,2025-12-21,2025-12,116277,100k-150k,Brakes,247.0,1,T-07,Midwest,N,,0
639,V-0185,Honda,Civic,2017,2025-03-24,2025-03,105268,100k-150k,HVAC,551.07,1,T-16,Southwest,N,,0
640,V-0185,Honda,Civic,2017,2025-10-12,2025-10,113614,100k-150k,HVAC,667.1,1,T-17,Southeast,N,202.0,0
645,V-0186,Chevrolet,Malibu,2016,2025-11-05,2025-11,98018,75k-100k,Cooling System,420.87,1,T-08,Southeast,N,,0
642,V-0186,Chevrolet,Malibu,2016,2025-06-05,2025-06,93418,75k-100k,Engine,2043.84,4,T-08,Northeast,N,,0
644,V-0186,Chevrolet,Malibu,2016,2025-09-08,2025-09,96196,75k-100k,Engine,2943.21,6,T-11,Midwest,N,95.0,0
643,V-0186,Chevrolet,Malibu,2016,2025-07-16,2025-07,94998,75k-100k,Suspension,803.53,1,T-04,Southeast,N,,0
648,V-0187,Nissan,Sentra,2021,2025-09-30,2025-09,49208,25k-50k,Electrical,394.47,1,T-06,Southwest,N,,0
647,V-0187,Nissan,Sentra,2021,2025-04-02,2025-04,43751,25k-50k,Engine,788.47,1,T-14,Southeast,N,,0
646,V-0187,Nissan,Sentra,2021,2025-03-29,2025-03,43523,25k-50k,Suspension,296.14,2,T-19,Midwest,N,,0
649,V-0188,Honda,Civic,2022,2025-02-04,2025-02,44751,25k-50k,Brakes,644.72,1,T-19,Southwest,Y,,0
650,V-0188,Honda,Civic,2022,2025-06-23,2025-06,50229,50k-75k,Electrical,645.29,3,T-04,West,N,,0
651,V-0188,Honda,Civic,2022,2025-06-30,2025-06,50529,50k-75k,HVAC,393.9,2,T-18,Midwest,Y,,0
652,V-0189,Ford,Escape,2018,2025-03-12,2025-03,97494,75k-100k,Brakes,405.16,1,T-07,Northeast,N,,0
654,V-0189,Ford,Escape,2018,2025-06-28,2025-06,101205,100k-150k,Brakes,385.94,1,T-05,Midwest,N,108.0,0
653,V-0189,Ford,Escape,2018,2025-05-08,2025-05,99233,75k-100k,HVAC,601.04,1,T-20,West,N,,0
655,V-0189,Ford,Escape,2018,2025-08-18,2025-08,103408,100k-150k,Suspension,585.74,2,T-13,Midwest,N,,0
656,V-0189,Ford,Escape,2018,2025-08-28,2025-08,103328,100k-150k,Suspension,263.87,1,T-03,Southwest,N,10.0,1
657,V-0191,Nissan,Sentra,2023,2025-09-29,2025-09,38331,25k-50k,HVAC,579.33,1,T-05,Northeast,N,,0
658,V-0192,Ford,Explorer,2021,2025-05-03,2025-05,61304,50k-75k,Engine,2135.74,4,T-06,West,N,,0
659,V-0192,Ford,Explorer,2021,2025-10-18,2025-10,67517,50k-75k,Engine,3104.54,8,T-01,Midwest,N,168.0,0
660,V-0192,Ford,Explorer,2021,2025-12-18,2025-12,70509,50k-75k,Engine,2131.26,4,T-06,Midwest,N,61.0,1
661,V-0192,Ford,Explorer,2021,2025-12-25,2025-12,70416,50k-75k,HVAC,524.86,2,T-01,West,N,,0
662,V-0193,Ford,Explorer,2017,2025-10-27,2025-10,115989,100k-150k,Engine,1378.47,4,T-20,Midwest,N,,0
663,V-0194,Honda,Accord,2020,2025-02-28,2025-02,59196,50k-75k,Brakes,589.48,1,T-01,West,N,,0
664,V-0194,Honda,Accord,2020,2025-10-05,2025-10,66719,50k-75k,Suspension,515.79,1,T-03,Midwest,N,,0
667,V-0195,Ford,F-150,2015,2025-12-05,2025-12,128420,100k-150k,Brakes,470.53,1,T-02,Northeast,N,,0
665,V-0195,Ford,F-150,2015,2025-10-20,2025-10,127357,100k-150k,Transmission,3124.24,8,T-07,Midwest,N,,0
666,V-0195,Ford,F-150,2015,2025-11-06,2025-11,128465,100k-150k,Transmission,745.37,1,T-19,Southwest,N,17.0,1
671,V-0196,Chevrolet,Equinox,2018,2025-06-11,2025-06,64954,50k-75k,Brakes,257.51,2,T-07,Southeast,N,,0
668,V-0196,Chevrolet,Equinox,2018,2025-03-22,2025-03,62956,50k-75k,HVAC,599.3,2,T-12,Southwest,N,,0
669,V-0196,Chevrolet,Equinox,2018,2025-03-29,2025-03,62967,50k-75k,Suspension,785.69,2,T-11,Southeast,N,,0
670,V-0196,Chevrolet,Equinox,2018,2025-04-23,2025-04,63816,50k-75k,Suspension,462.8,1,T-01,Midwest,N,25.0,1
672,V-0196,Chevrolet,Equinox,2018,2025-10-13,2025-10,68593,50k-75k,Suspension,732.5,4,T-13,Southwest,N,173.0,0
673,V-0197,Honda,Civic,2017,2025-06-30,2025-06,74959,50k-75k,Brakes,373.13,1,T-01,West,N,,0
676,V-0198,Chevrolet,Equinox,2018,2025-11-18,2025-11,80959,75k-100k,Brakes,567.82,3,T-20,Northeast,N,,0
674,V-0198,Chevrolet,Equinox,2018,2025-02-06,2025-02,73404,50k-75k,Cooling System,316.79,1,T-17,West,N,,0
675,V-0198,Chevrolet,Equinox,2018,2025-06-07,2025-06,76727,75k-100k,Transmission,1755.9,1,T-06,Southwest,N,,0
678,V-0199,Ford,F-150,2018,2025-06-06,2025-06,77056,75k-100k,Brakes,480.33,3,T-13,West,N,,0
679,V-0199,Ford,F-150,2018,2025-07-23,2025-07,78389,75k-100k,Suspension,940.95,4,T-09,Southwest,N,,0
680,V-0199,Ford,F-150,2018,2025-08-15,2025-08,78407,75k-100k,Suspension,441.05,1,T-16,Midwest,N,23.0,1
677,V-0199,Ford,F-150,2018,2025-01-12,2025-01,72823,50k-75k,Transmission,3290.43,10,T-10,Northeast,N,,0
681,V-0200,Ford,Escape,2021,2025-09-03,2025-09,71707,50k-75k,Suspension,454.26,1,T-09,Northeast,N,,0
684,V-0201,Nissan,Sentra,2023,2025-07-04,2025-07,36392,25k-50k,Brakes,264.04,1,T-20,West,N,,0
686,V-0201,Nissan,Sentra,2023,2025-12-26,2025-12,42877,25k-50k,Brakes,405.01,2,T-13,West,Y,175.0,0
683,V-0201,Nissan,Sentra,2023,2025-02-22,2025-02,31825,25k-50k,Cooling System,221.09,2,T-19,West,Y,,0
682,V-0201,Nissan,Sentra,2023,2025-01-09,2025-01,29551,25k-50k,Engine,1822.02,5,T-16,West,Y,,0
685,V-0201,Nissan,Sentra,2023,2025-10-25,2025-10,40778,25k-50k,Transmission,3446.03,10,T-13,Southwest,N,,0
689,V-0203,Ford,Explorer,2015,2025-06-24,2025-06,95783,75k-100k,Engine,2434.65,5,T-02,Southeast,N,,0
687,V-0203,Ford,Explorer,2015,2025-03-23,2025-03,93228,75k-100k,Suspension,315.83,1,T-07,Southwest,N,,0
691,V-0203,Ford,Explorer,2015,2025-09-17,2025-09,98137,75k-100k,Suspension,572.73,1,T-03,Northeast,N,178.0,0
693,V-0203,Ford,Explorer,2015,2025-11-20,2025-11,99680,75k-100k,Suspension,148.61,2,T-03,Midwest,N,64.0,1
694,V-0203,Ford,Explorer,2015,2025-11-26,2025-11,99597,75k-100k,Suspension,637.62,1,T-13,Southeast,N,6.0,1
688,V-0203,Ford,Explorer,2015,2025-05-15,2025-05,94430,75k-100k,Transmission,1762.55,4,T-18,Northeast,N,,0
690,V-0203,Ford,Explorer,2015,2025-07-27,2025-07,96559,75k-100k,Transmission,2214.1,4,T-16,Midwest,N,73.0,1
692,V-0203,Ford,Explorer,2015,2025-10-03,2025-10,98268,75k-100k,Transmission,3409.39,10,T-19,Midwest,N,68.0,1
695,V-0204,Nissan,Sentra,2020,2025-10-22,2025-10,71103,50k-75k,Transmission,2530.08,6,T-05,Southeast,N,,0
698,V-0205,Ford,Explorer,2015,2025-10-10,2025-10,153708,150k+,Brakes,293.39,1,T-10,Midwest,N,,0
696,V-0205,Ford,Explorer,2015,2025-01-31,2025-01,143028,100k-150k,Suspension,827.02,2,T-13,Midwest,N,,0
697,V-0205,Ford,Explorer,2015,2025-03-10,2025-03,144561,100k-150k,Transmission,1002.76,1,T-13,Northeast,N,,0
700,V-0207,Toyota,Camry,2017,2025-12-17,2025-12,77212,75k-100k,Engine,1403.11,4,T-14,Northeast,N,,0
699,V-0207,Toyota,Camry,2017,2025-01-30,2025-01,69944,50k-75k,Suspension,634.27,4,T-05,Midwest,N,,0
703,V-0208,Nissan,Sentra,2022,2025-07-07,2025-07,52156,50k-75k,Cooling System,526.49,2,T-07,Northeast,Y,,0
704,V-0208,Nissan,Sentra,2022,2025-09-25,2025-09,56186,50k-75k,HVAC,298.36,1,T-15,Southeast,Y,,0
701,V-0208,Nissan,Sentra,2022,2025-02-17,2025-02,46332,25k-50k,Suspension,929.0,1,T-07,Southeast,Y,,0
702,V-0208,Nissan,Sentra,2022,2025-04-05,2025-04,48533,25k-50k,Suspension,470.2,1,T-06,West,N,47.0,1
706,V-0209,Honda,CR-V,2017,2025-05-28,2025-05,97768,75k-100k,HVAC,718.14,2,T-14,West,N,,0
705,V-0209,Honda,CR-V,2017,2025-04-02,2025-04,95456,75k-100k,Suspension,302.45,1,T-01,Southeast,N,,0
707,V-0209,Honda,CR-V,2017,2025-10-25,2025-10,101645,100k-150k,Suspension,328.25,1,T-15,Midwest,N,206.0,0
708,V-0209,Honda,CR-V,2017,2025-11-27,2025-11,103130,100k-150k,Suspension,244.5,1,T-14,Southeast,N,33.0,1
709,V-0210,Chevrolet,Malibu,2016,2025-01-23,2025-01,115364,100k-150k,Engine,3024.71,9,T-15,Northeast,N,,0
710,V-0210,Chevrolet,Malibu,2016,2025-10-05,2025-10,124469,100k-150k,HVAC,597.96,1,T-12,Southeast,N,,0
711,V-0210,Chevrolet,Malibu,2016,2025-12-01,2025-12,126377,100k-150k,HVAC,388.17,2,T-19,Midwest,N,57.0,1
712,V-0210,Chevrolet,Malibu,2016,2025-12-15,2025-12,126296,100k-150k,Suspension,463.56,1,T-16,West,N,,0
713,V-0211,Honda,CR-V,2019,2025-03-05,2025-03,75244,75k-100k,Cooling System,289.32,1,T-13,Northeast,N,,0
714,V-0211,Honda,CR-V,2019,2025-08-07,2025-08,81433,75k-100k,Electrical,568.15,1,T-13,West,N,,0
716,V-0211,Honda,CR-V,2019,2025-10-06,2025-10,83465,75k-100k,Engine,796.81,3,T-05,Midwest,N,,0
718,V-0211,Honda,CR-V,2019,2025-12-28,2025-12,86833,75k-100k,HVAC,281.47,1,T-19,West,N,,0
715,V-0211,Honda,CR-V,2019,2025-10-03,2025-10,84068,75k-100k,Transmission,2621.9,5,T-15,Northeast,N,,0
717,V-0211,Honda,CR-V,2019,2025-10-30,2025-10,84834,75k-100k,Transmission,975.37,2,T-14,Southwest,N,27.0,1
722,V-0212,Toyota,Corolla,2023,2025-08-22,2025-08,20312,0-25k,Brakes,366.29,2,T-08,Midwest,N,,0
720,V-0212,Toyota,Corolla,2023,2025-02-16,2025-02,15461,0-25k,Electrical,526.6,1,T-09,West,Y,,0
723,V-0212,Toyota,Corolla,2023,2025-08-30,2025-08,20514,0-25k,Suspension,293.31,1,T-15,Southwest,Y,,0
719,V-0212,Toyota,Corolla,2023,2025-01-19,2025-01,14817,0-25k,Transmission,2302.54,4,T-17,Midwest,Y,,0
721,V-0212,Toyota,Corolla,2023,2025-03-25,2025-03,16656,0-25k,Transmission,2639.39,7,T-17,Southwest,Y,65.0,1
725,V-0213,Nissan,Rogue,2021,2025-09-06,2025-09,64419,50k-75k,Cooling System,628.2,1,T-07,Southwest,N,,0
724,V-0213,Nissan,Rogue,2021,2025-02-26,2025-02,57422,50k-75k,Suspension,941.34,4,T-02,Midwest,N,,0
726,V-0214,Toyota,RAV4,2021,2025-02-04,2025-02,58067,50k-75k,Brakes,626.03,2,T-02,West,N,,0
728,V-0214,Toyota,RAV4,2021,2025-02-16,2025-02,58902,50k-75k,Cooling System,419.72,1,T-14,Southwest,N,,0
729,V-0214,Toyota,RAV4,2021,2025-03-05,2025-03,59092,50k-75k,Engine,1737.13,5,T-17,Midwest,N,,0
730,V-0214,Toyota,RAV4,2021,2025-03-16,2025-03,60174,50k-75k,Engine,1734.23,4,T-20,West,N,11.0,1
727,V-0214,Toyota,RAV4,2021,2025-02-10,2025-02,58623,50k-75k,HVAC,179.33,1,T-13,Southeast,N,,0
731,V-0215,Honda,Civic,2023,2025-04-06,2025-04,22300,0-25k,Brakes,293.93,1,T-07,Southeast,Y,,0
732,V-0216,Honda,CR-V,2018,2025-04-23,2025-04,57633,50k-75k,Brakes,227.49,2,T-06,Southwest,N,,0
733,V-0216,Honda,CR-V,2018,2025-08-14,2025-08,60160,50k-75k,Engine,3188.82,9,T-04,Midwest,N,,0
734,V-0216,Honda,CR-V,2018,2025-09-05,2025-09,60152,50k-75k,Engine,2488.01,6,T-09,Midwest,N,22.0,1
735,V-0216,Honda,CR-V,2018,2025-11-01,2025-11,61580,50k-75k,Engine,1083.8,3,T-03,West,N,57.0,1
737,V-0217,Honda,CR-V,2019,2025-10-28,2025-10,53903,50k-75k,Brakes,176.66,1,T-14,Southwest,N,,0
736,V-0217,Honda,CR-V,2019,2025-09-26,2025-09,52876,50k-75k,Electrical,272.29,1,T-16,West,N,,0
738,V-0217,Honda,CR-V,2019,2025-12-08,2025-12,54428,50k-75k,Electrical,373.79,1,T-05,Northeast,N,73.0,1
740,V-0218,Chevrolet,Silverado,2020,2025-10-07,2025-10,68989,50k-75k,Brakes,185.56,1,T-09,West,N,,0
739,V-0218,Chevrolet,Silverado,2020,2025-07-28,2025-07,66533,50k-75k,Suspension,830.71,1,T-09,West,N,,0
741,V-0218,Chevrolet,Silverado,2020,2025-11-16,2025-11,70494,50k-75k,Suspension,431.46,4,T-19,Southwest,N,111.0,0
743,V-0219,Ford,Explorer,2019,2025-02-15,2025-02,68712,50k-75k,Electrical,235.98,1,T-07,Midwest,N,,0
742,V-0219,Ford,Explorer,2019,2025-01-02,2025-01,67975,50k-75k,HVAC,727.13,1,T-12,West,N,,0
745,V-0220,Nissan,Altima,2021,2025-09-05,2025-09,55654,50k-75k,Brakes,455.41,1,T-01,Southeast,N,,0
744,V-0220,Nissan,Altima,2021,2025-05-12,2025-05,51547,50k-75k,Cooling System,570.6,1,T-08,West,N,,0
746,V-0221,Toyota,Camry,2019,2025-03-08,2025-03,81132,75k-100k,Engine,2240.66,2,T-04,Southwest,N,,0
747,V-0222,Chevrolet,Malibu,2021,2025-07-16,2025-07,49452,25k-50k,Engine,2011.99,3,T-05,Northeast,N,,0
748,V-0222,Chevrolet,Malibu,2021,2025-09-15,2025-09,51455,50k-75k,Engine,2259.51,5,T-13,Midwest,N,61.0,1
749,V-0223,Ford,Explorer,2019,2025-05-17,2025-05,91389,75k-100k,Suspension,788.53,2,T-04,Southeast,N,,0
750,V-0223,Ford,Explorer,2019,2025-06-14,2025-06,92959,75k-100k,Suspension,588.18,2,T-05,Midwest,N,28.0,1
751,V-0224,Chevrolet,Equinox,2019,2025-02-13,2025-02,55266,50k-75k,Brakes,187.97,1,T-20,Southeast,N,,0
753,V-0224,Chevrolet,Equinox,2019,2025-06-08,2025-06,57374,50k-75k,Engine,2174.73,4,T-09,Midwest,N,,0
752,V-0224,Chevrolet,Equinox,2019,2025-05-11,2025-05,57193,50k-75k,HVAC,440.08,1,T-03,Southeast,N,,0
754,V-0224,Chevrolet,Equinox,2019,2025-06-23,2025-06,57875,50k-75k,Suspension,378.43,1,T-13,Southeast,N,,0
755,V-0225,Toyota,RAV4,2022,2025-01-26,2025-01,40642,25k-50k,Brakes,228.51,1,T-07,Southeast,N,,0
756,V-0225,Toyota,RAV4,2022,2025-05-06,2025-05,44216,25k-50k,Brakes,240.97,3,T-02,Midwest,Y,100.0,0
758,V-0226,Toyota,Corolla,2019,2025-07-07,2025-07,94116,75k-100k,Cooling System,632.16,1,T-04,Southeast,N,,0
760,V-0226,Toyota,Corolla,2019,2025-12-29,2025-12,101791,100k-150k,Cooling System,512.21,1,T-13,Northeast,N,175.0,0
757,V-0226,Toyota,Corolla,2019,2025-03-06,2025-03,89356,75k-100k,Electrical,389.7,1,T-16,Northeast,N,,0
759,V-0226,Toyota,Corolla,2019,2025-09-13,2025-09,96914,75k-100k,HVAC,375.92,1,T-12,Northeast,N,,0
762,V-0227,Honda,Civic,2015,2025-12-02,2025-12,102669,100k-150k,Electrical,685.32,1,T-16,Southeast,N,,0
761,V-0227,Honda,Civic,2015,2025-05-02,2025-05,96595,75k-100k,Engine,2974.48,6,T-11,Midwest,N,,0
764,V-0228,Honda,Civic,2019,2025-11-16,2025-11,54040,50k-75k,Brakes,634.68,2,T-18,Northeast,N,,0
763,V-0228,Honda,Civic,2019,2025-09-28,2025-09,52879,50k-75k,Electrical,812.21,3,T-12,West,N,,0
767,V-0229,Nissan,Sentra,2022,2025-09-24,2025-09,37976,25k-50k,Brakes,251.84,2,T-17,Northeast,N,,0
765,V-0229,Nissan,Sentra,2022,2025-08-08,2025-08,36872,25k-50k,Electrical,589.41,2,T-19,West,N,,0
766,V-0229,Nissan,Sentra,2022,2025-09-15,2025-09,38063,25k-50k,HVAC,725.76,3,T-12,Southwest,N,,0
768,V-0230,Nissan,Rogue,2023,2025-06-10,2025-06,33062,25k-50k,Suspension,408.95,1,T-16,Southwest,Y,,0
770,V-0231,Nissan,Altima,2018,2025-09-26,2025-09,104813,100k-150k,Engine,2137.05,3,T-07,West,N,,0
771,V-0231,Nissan,Altima,2018,2025-10-21,2025-10,106011,100k-150k,Engine,2047.06,4,T-13,Southwest,N,25.0,1
769,V-0231,Nissan,Altima,2018,2025-09-20,2025-09,104575,100k-150k,Suspension,251.47,1,T-17,West,N,,0
773,V-0232,Ford,F-150,2023,2025-07-09,2025-07,36779,25k-50k,Electrical,305.98,1,T-06,Midwest,Y,,0
774,V-0232,Ford,F-150,2023,2025-09-05,2025-09,39474,25k-50k,Electrical,432.62,1,T-01,Northeast,N,58.0,1
776,V-0232,Ford,F-150,2023,2025-12-09,2025-12,43290,25k-50k,Suspension,930.51,2,T-19,Southeast,N,,0
772,V-0232,Ford,F-150,2023,2025-01-09,2025-01,29667,25k-50k,Transmission,1643.06,2,T-03,Northeast,Y,,0
775,V-0232,Ford,F-150,2023,2025-11-18,2025-11,42340,25k-50k,Transmission,3322.31,8,T-04,Northeast,N,313.0,0
778,V-0233,Nissan,Rogue,2016,2025-06-06,2025-06,118882,100k-150k,Cooling System,648.8,1,T-14,Midwest,N,,0
777,V-0233,Nissan,Rogue,2016,2025-03-25,2025-03,116535,100k-150k,Engine,1194.95,2,T-17,Northeast,N,,0
779,V-0233,Nissan,Rogue,2016,2025-07-14,2025-07,120253,100k-150k,Engine,2156.71,5,T-16,West,N,111.0,0
780,V-0233,Nissan,Rogue,2016,2025-08-21,2025-08,121059,100k-150k,Engine,1624.05,3,T-11,Midwest,N,38.0,1
782,V-0234,Toyota,Camry,2022,2025-09-21,2025-09,34590,25k-50k,Brakes,476.02,1,T-05,Midwest,Y,,0
781,V-0234,Toyota,Camry,2022,2025-05-03,2025-05,31064,25k-50k,Electrical,410.61,1,T-12,Northeast,Y,,0
783,V-0234,Toyota,Camry,2022,2025-10-30,2025-10,35367,25k-50k,Engine,2285.46,4,T-08,Northeast,Y,,0
784,V-0234,Toyota,Camry,2022,2025-12-15,2025-12,36576,25k-50k,Engine,1291.93,2,T-01,Southwest,Y,46.0,1
785,V-0235,Toyota,Camry,2018,2025-10-20,2025-10,105624,100k-150k,Electrical,847.97,1,T-11,Southwest,N,,0
786,V-0236,Toyota,Corolla,2017,2025-08-07,2025-08,124627,100k-150k,Electrical,810.21,1,T-14,Midwest,N,,0
787,V-0236,Toyota,Corolla,2017,2025-10-13,2025-10,127264,100k-150k,Suspension,371.33,1,T-06,Southeast,N,,0
788,V-0237,Chevrolet,Equinox,2022,2025-04-16,2025-04,41188,25k-50k,Electrical,483.42,1,T-11,Southwest,N,,0
789,V-0237,Chevrolet,Equinox,2022,2025-06-05,2025-06,42994,25k-50k,Electrical,267.42,2,T-08,Northeast,N,50.0,1
790,V-0237,Chevrolet,Equinox,2022,2025-06-14,2025-06,43293,25k-50k,Electrical,183.3,1,T-20,Southwest,N,9.0,1
791,V-0237,Chevrolet,Equinox,2022,2025-07-08,2025-07,44562,25k-50k,Electrical,72.41,1,T-19,Southeast,Y,24.0,1
792,V-0238,Ford,Explorer,2017,2025-06-09,2025-06,127950,100k-150k,HVAC,205.96,1,T-03,Northeast,N,,0
793,V-0238,Ford,Explorer,2017,2025-09-09,2025-09,130879,100k-150k,Suspension,392.86,1,T-08,West,N,,0
794,V-0238,Ford,Explorer,2017,2025-09-16,2025-09,131539,100k-150k,Suspension,355.73,2,T-15,Southwest,N,7.0,1
796,V-0239,Honda,CR-V,2019,2025-03-12,2025-03,57955,50k-75k,Brakes,496.39,1,T-05,Southeast,N,,0
797,V-0239,Honda,CR-V,2019,2025-03-30,2025-03,58042,50k-75k,Cooling System,430.98,2,T-16,West,N,,0
799,V-0239,Honda,CR-V,2019,2025-12-31,2025-12,64913,50k-75k,Suspension,562.63,1,T-05,Northeast,N,,0
795,V-0239,Honda,CR-V,2019,2025-02-08,2025-02,57035,50k-75k,Transmission,1670.61,3,T-10,Northeast,N,,0
798,V-0239,Honda,CR-V,2019,2025-08-01,2025-08,61338,50k-75k,Transmission,1158.73,4,T-04,Northeast,N,174.0,0
800,V-0240,Honda,Civic,2018,2025-07-09,2025-07,105328,100k-150k,Brakes,431.9,1,T-04,West,N,,0
801,V-0240,Honda,Civic,2018,2025-11-09,2025-11,109285,100k-150k,Engine,2244.17,6,T-03,West,N,,0
802,V-0240,Honda,Civic,2018,2025-12-19,2025-12,110449,100k-150k,Engine,766.13,1,T-03,Northeast,N,40.0,1
804,V-0241,Chevrolet,Equinox,2023,2025-04-08,2025-04,22339,0-25k,Brakes,631.01,1,T-07,Southwest,Y,,0
806,V-0241,Chevrolet,Equinox,2023,2025-06-08,2025-06,24219,0-25k,Brakes,180.32,1,T-11,Southeast,Y,61.0,1
807,V-0241,Chevrolet,Equinox,2023,2025-06-08,2025-06,24145,0-25k,Brakes,233.0,1,T-02,Midwest,N,0.0,1
803,V-0241,Chevrolet,Equinox,2023,2025-03-03,2025-03,20986,0-25k,Engine,2618.77,6,T-13,Southeast,Y,,0
808,V-0241,Chevrolet,Equinox,2023,2025-11-28,2025-11,29145,25k-50k,Suspension,526.32,1,T-20,Southeast,Y,,0
805,V-0241,Chevrolet,Equinox,2023,2025-05-27,2025-05,23542,0-25k,Transmission,3169.15,9,T-18,Northeast,N,,0
810,V-0242,Nissan,Rogue,2021,2025-06-13,2025-06,33902,25k-50k,Cooling System,318.44,1,T-12,Southeast,N,,0
809,V-0242,Nissan,Rogue,2021,2025-01-19,2025-01,30622,25k-50k,Electrical,580.68,1,T-12,Southwest,N,,0
812,V-0242,Nissan,Rogue,2021,2025-10-28,2025-10,36998,25k-50k,Suspension,911.66,2,T-05,Midwest,N,,0
811,V-0242,Nissan,Rogue,2021,2025-06-15,2025-06,33877,25k-50k,Transmission,2164.53,3,T-05,Southeast,N,,0
813,V-0242,Nissan,Rogue,2021,2025-11-10,2025-11,38008,25k-50k,Transmission,1846.91,3,T-17,Northeast,N,148.0,0
814,V-0242,Nissan,Rogue,2021,2025-11-26,2025-11,37915,25k-50k,Transmission,1503.09,3,T-20,Southeast,N,16.0,1
815,V-0243,Toyota,Camry,2020,2025-03-28,2025-03,42902,25k-50k,Electrical,172.04,1,T-09,Southwest,N,,0
816,V-0243,Toyota,Camry,2020,2025-06-01,2025-06,44279,25k-50k,Suspension,377.86,1,T-10,Southwest,N,,0
817,V-0244,Honda,Accord,2022,2025-05-27,2025-05,30882,25k-50k,Engine,1727.88,4,T-07,Northeast,N,,0
818,V-0244,Honda,Accord,2022,2025-05-28,2025-05,31164,25k-50k,HVAC,435.77,1,T-11,West,Y,,0
820,V-0245,Nissan,Altima,2020,2025-08-12,2025-08,53552,50k-75k,Brakes,311.04,1,T-19,Midwest,N,,0
819,V-0245,Nissan,Altima,2020,2025-04-04,2025-04,49524,25k-50k,Engine,2227.22,6,T-16,Midwest,N,,0
821,V-0245,Nissan,Altima,2020,2025-11-03,2025-11,56318,50k-75k,HVAC,399.17,1,T-03,Northeast,N,,0
822,V-0245,Nissan,Altima,2020,2025-11-21,2025-11,56978,50k-75k,HVAC,433.54,1,T-11,Midwest,N,18.0,1
823,V-0246,Nissan,Rogue,2019,2025-10-20,2025-10,60371,50k-75k,Engine,1066.37,4,T-12,West,N,,0
824,V-0246,Nissan,Rogue,2019,2025-11-12,2025-11,61342,50k-75k,Engine,552.23,1,T-08,Southwest,N,23.0,1
825,V-0247,Ford,Escape,2017,2025-06-04,2025-06,80611,75k-100k,Cooling System,205.42,1,T-03,Southeast,N,,0
827,V-0248,Honda,Civic,2018,2025-06-15,2025-06,92916,75k-100k,Brakes,587.45,1,T-14,Northeast,N,,0
830,V-0248,Honda,Civic,2018,2025-12-25,2025-12,100112,100k-150k,Electrical,247.31,1,T-16,Northeast,N,,0
829,V-0248,Honda,Civic,2018,2025-11-21,2025-11,98829,75k-100k,Engine,2190.6,5,T-16,Northeast,N,,0
826,V-0248,Honda,Civic,2018,2025-04-17,2025-04,90541,75k-100k,Suspension,385.07,1,T-09,Southeast,N,,0
828,V-0248,Honda,Civic,2018,2025-09-07,2025-09,96215,75k-100k,Suspension,589.53,1,T-11,West,N,143.0,0
833,V-0250,Ford,Escape,2019,2025-11-19,2025-11,100318,100k-150k,Brakes,563.21,2,T-08,West,N,,0
831,V-0250,Ford,Escape,2019,2025-01-03,2025-01,87901,75k-100k,Engine,893.88,2,T-07,West,N,,0
832,V-0250,Ford,Escape,2019,2025-02-26,2025-02,90308,75k-100k,Engine,2853.11,4,T-02,West,N,54.0,1
834,V-0250,Ford,Escape,2019,2025-12-09,2025-12,101516,100k-150k,Engine,700.79,2,T-19,Southeast,N,286.0,0
835,V-0252,Nissan,Sentra,2022,2025-01-02,2025-01,35458,25k-50k,Electrical,149.28,1,T-07,Southeast,Y,,0
836,V-0252,Nissan,Sentra,2022,2025-07-22,2025-07,42653,25k-50k,Engine,2608.47,5,T-07,Northeast,N,,0
838,V-0253,Chevrolet,Malibu,2017,2025-08-24,2025-08,112545,100k-150k,Electrical,193.32,1,T-07,West,N,,0
