service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag
668,V-0196,Chevrolet,Equinox,2018,2025-03-22,2025-03,62956,50k-75k,HVAC,599.3,2,T-12,Southwest,N
669,V-0196,Chevrolet,Equinox,2018,2025-03-29,2025-03,62967,50k-75k,Suspension,785.69,2,T-11,Southeast,N
670,V-0196,Chevrolet,Equinox,2018,2025-04-23,2025-04,63816,50k-75k,Suspension,462.8,1,T-01,Midwest,N
671,V-0196,Chevrolet,Equinox,2018,2025-06-11,2025-06,64954,50k-75k,Brakes,257.51,2,T-07,Southeast,N
672,V-0196,Chevrolet,Equinox,2018,2025-10-13,2025-10,68593,50k-75k,Suspension,732.5,4,T-13,Southwest,N
673,V-0197,Honda,Civic,2017,2025-06-30,2025-06,74959,50k-75k,Brakes,373.13,1,T-01,West,N
674,V-0198,Chevrolet,Equinox,2018,2025-02-06,2025-02,73404,50k-75k,Cooling System,316.79,1,T-17,West,N
675,V-0198,Chevrolet,Equinox,2018,2025-06-07,2025-06,76727,75k-100k,Transmission,1755.9,1,T-06,Southwest,N
676,V-0198,Chevrolet,Equinox,2018,2025-11-18,2025-11,80959,75k-100k,Brakes,567.82,3,T-20,Northeast,N
677,V-0199,Ford,F-150,2018,2025-01-12,2025-01,72823,50k-75k,Transmission,3290.43,10,T-10,Northeast,N
678,V-0199,Ford,F-150,2018,2025-06-06,2025-06,77056,75k-100k,Brakes,480.33,3,T-13,West,N
679,V-0199,Ford,F-150,2018,2025-07-23,2025-07,78389,75k-100k,Suspension,940.95,4,T-09,Southwest,N
680,V-0199,Ford,F-150,2018,2025-08-15,2025-08,78407,75k-100k,Suspension,441.05,1,T-16,Midwest,N
681,V-0200,Ford,Escape,2021,2025-09-03,2025-09,71707,50k-75k,Suspension,454.26,1,T-09,Northeast,N
682,V-0201,Nissan,Sentra,2023,2025-01-09,2025-01,29551,25k-50k,Engine,1822.02,5,T-16,West,Y
683,V-0201,Nissan,Sentra,2023,2025-02-22,2025-02,31825,25k-50k,Cooling System,221.09,2,T-19,West,Y
684,V-0201,Nissan,Sentra,2023,2025-07-04,2025-07,36392,25k-50k,Brakes,264.04,1,T-20,West,N
685,V-0201,Nissan,Sentra,2023,2025-10-25,2025-10,40778,25k-50k,Transmission,3446.03,10,T-13,Southwest,N
686,V-0201,Nissan,Sentra,2023,2025-12-26,2025-12,42877,25k-50k,Brakes,405.01,2,T-13,West,Y
687,V-0203,Ford,Explorer,2015,2025-03-23,2025-03,93228,75k-100k,Suspension,315.83,1,T-07,Southwest,N
688,V-0203,Ford,Explorer,2015,2025-05-15,2025-05,94430,75k-100k,Transmission,1762.55,4,T-18,Northeast,N
689,V-0203,Ford,Explorer,2015,2025-06-24,2025-06,95783,75k-100k,Engine,2434.65,5,T-02,Southeast,N
690,V-0203,Ford,Explorer,2015,2025-07-27,2025-07,96559,75k-100k,Transmission,2214.1,4,T-16,Midwest,N
691,V-0203,Ford,Explorer,2015,2025-09-17,2025-09,98137,75k-100k,Suspension,572.73,1,T-03,Northeast,N
692,V-0203,Ford,Explorer,2015,2025-10-03,2025-10,98268,75k-100k,Transmission,3409.39,10,T-19,Midwest,N
693,V-0203,Ford,Explorer,2015,2025-11-20,2025-11,99680,75k-100k,Suspension,148.61,2,T-03,Midwest,N
694,V-0203,Ford,Explorer,2015,2025-11-26,2025-11,99597,75k-100k,Suspension,637.62,1,T-13,Southeast,N
695,V-0204,Nissan,Sentra,2020,2025-10-22,2025-10,71103,50k-75k,Transmission,2530.08,6,T-05,Southeast,N
696,V-0205,Ford,Explorer,2015,2025-01-31,2025-01,143028,100k-150k,Suspension,827.02,2,T-13,Midwest,N
697,V-0205,Ford,Explorer,2015,2025-03-10,2025-03,144561,100k-150k,Transmission,1002.76,1,T-13,Northeast,N
698,V-0205,Ford,Explorer,2015,2025-10-10,2025-10,153708,150k+,Brakes,293.39,1,T-10,Midwest,N
699,V-0207,Toyota,Camry,2017,2025-01-30,2025-01,69944,50k-75k,Suspension,634.27,4,T-05,Midwest,N
700,V-0207,Toyota,Camry,2017,2025-12-17,2025-12,77212,75k-100k,Engine,1403.11,4,T-14,Northeast,N
701,V-0208,Nissan,Sentra,2022,2025-02-17,2025-02,46332,25k-50k,Suspension,929.0,1,T-07,Southeast,Y
702,V-0208,Nissan,Sentra,2022,2025-04-05,2025-04,48533,25k-50k,Suspension,470.2,1,T-06,West,N
703,V-0208,Nissan,Sentra,2022,2025-07-07,2025-07,52156,50k-75k,Cooling System,526.49,2,T-07,Northeast,Y
704,V-0208,Nissan,Sentra,2022,2025-09-25,2025-09,56186,50k-75k,HVAC,298.36,1,T-15,Southeast,Y
705,V-0209,Honda,CR-V,2017,2025-04-02,2025-04,95456,75k-100k,Suspension,302.45,1,T-01,Southeast,N
706,V-0209,Honda,CR-V,2017,2025-05-28,2025-05,97768,75k-100k,HVAC,718.14,2,T-14,West,N
707,V-0209,Honda,CR-V,2017,2025-10-25,2025-10,101645,100k-150k,Suspension,328.25,1,T-15,Midwest,N
708,V-0209,Honda,CR-V,2017,2025-11-27,2025-11,103130,100k-150k,Suspension,244.5,1,T-14,Southeast,N
709,V-0210,Chevrolet,Malibu,2016,2025-01-23,2025-01,115364,100k-150k,Engine,3024.71,9,T-15,Northeast,N
710,V-0210,Chevrolet,Malibu,2016,2025-10-05,2025-10,124469,100k-150k,HVAC,597.96,1,T-12,Southeast,N
711,V-0210,Chevrolet,Malibu,2016,2025-12-01,2025-12,126377,100k-150k,HVAC,388.17,2,T-19,Midwest,N
712,V-0210,Chevrolet,Malibu,2016,2025-12-15,2025-12,126296,100k-150k,Suspension,463.56,1,T-16,West,N
713,V-0211,Honda,CR-V,2019,2025-03-05,2025-03,75244,75k-100k,Cooling System,289.32,1,T-13,Northeast,N
714,V-0211,Honda,CR-V,2019,2025-08-07,2025-08,81433,75k-100k,Electrical,568.15,1,T-13,West,N
715,V-0211,Honda,CR-V,2019,2025-10-03,2025-10,84068,75k-100k,Transmission,2621.9,5,T-15,Northeast,N
716,V-0211,Honda,CR-V,2019,2025-10-06,2025-10,83465,75k-100k,Engine,796.81,3,T-05,Midwest,N
717,V-0211,Honda,CR-V,2019,2025-10-30,2025-10,84834,75k-100k,Transmission,975.37,2,T-14,Southwest,N
718,V-0211,Honda,CR-V,2019,2025-12-28,2025-12,86833,75k-100k,HVAC,281.47,1,T-19,West,N
719,V-0212,Toyota,Corolla,2023,2025-01-19,2025-01,14817,0-25k,Transmission,2302.54,4,T-17,Midwest,Y
720,V-0212,Toyota,Corolla,2023,2025-02-16,2025-02,15461,0-25k,Electrical,526.6,1,T-09,West,Y
721,V-0212,Toyota,Corolla,2023,2025-03-25,2025-03,16656,0-25k,Transmission,2639.39,7,T-17,Southwest,Y
722,V-0212,Toyota,Corolla,2023,2025-08-22,2025-08,20312,0-25k,Brakes,366.29,2,T-08,Midwest,N
723,V-0212,Toyota,Corolla,2023,2025-08-30,2025-08,20514,0-25k,Suspension,293.31,1,T-15,Southwest,Y
724,V-0213,Nissan,Rogue,2021,2025-02-26,2025-02,57422,50k-75k,Suspension,941.34,4,T-02,Midwest,N
725,V-0213,Nissan,Rogue,2021,2025-09-06,2025-09,64419,50k-75k,Cooling System,628.2,1,T-07,Southwest,N
726,V-0214,Toyota,RAV4,2021,2025-02-04,2025-02,58067,50k-75k,Brakes,626.03,2,T-02,West,N
727,V-0214,Toyota,RAV4,2021,2025-02-10,2025-02,58623,50k-75k,HVAC,179.33,1,T-13,Southeast,N
728,V-0214,Toyota,RAV4,2021,2025-02-16,2025-02,58902,50k-75k,Cooling System,419.72,1,T-14,Southwest,N
729,V-0214,Toyota,RAV4,2021,2025-03-05,2025-03,59092,50k-75k,Engine,1737.13,5,T-17,Midwest,N
730,V-0214,Toyota,RAV4,2021,2025-03-16,2025-03,60174,50k-75k,Engine,1734.23,4,T-20,West,N
731,V-0215,Honda,Civic,2023,2025-04-06,2025-04,22300,0-25k,Brakes,293.93,1,T-07,Southeast,Y
732,V-0216,Honda,CR-V,2018,2025-04-23,2025-04,57633,50k-75k,Brakes,227.49,2,T-06,Southwest,N
733,V-0216,Honda,CR-V,2018,2025-08-14,2025-08,60160,50k-75k,Engine,3188.82,9,T-04,Midwest,N
734,V-0216,Honda,CR-V,2018,2025-09-05,2025-09,60152,50k-75k,Engine,2488.01,6,T-09,Midwest,N
735,V-0216,Honda,CR-V,2018,2025-11-01,2025-11,61580,50k-75k,Engine,1083.8,3,T-03,West,N
736,V-0217,Honda,CR-V,2019,2025-09-26,2025-09,52876,50k-75k,Electrical,272.29,1,T-16,West,N
737,V-0217,Honda,CR-V,2019,2025-10-28,2025-10,53903,50k-75k,Brakes,176.66,1,T-14,Southwest,N
738,V-0217,Honda,CR-V,2019,2025-12-08,2025-12,54428,50k-75k,Electrical,373.79,1,T-05,Northeast,N
739,V-0218,Chevrolet,Silverado,2020,2025-07-28,2025-07,66533,50k-75k,Suspension,830.71,1,T-09,West,N
740,V-0218,Chevrolet,Silverado,2020,2025-10-07,2025-10,68989,50k-75k,Brakes,185.56,1,T-09,West,N
741,V-0218,Chevrolet,Silverado,2020,2025-11-16,2025-11,70494,50k-75k,Suspension,431.46,4,T-19,Southwest,N
742,V-0219,Ford,Explorer,2019,2025-01-02,2025-01,67975,50k-75k,HVAC,727.13,1,T-12,West,N
743,V-0219,Ford,Explorer,2019,2025-02-15,2025-02,68712,50k-75k,Electrical,235.98,1,T-07,Midwest,N
744,V-0220,Nissan,Altima,2021,2025-05-12,2025-05,51547,50k-75k,Cooling System,570.6,1,T-08,West,N
745,V-0220,Nissan,Altima,2021,2025-09-05,2025-09,55654,50k-75k,Brakes,455.41,1,T-01,Southeast,N
746,V-0221,Toyota,Camry,2019,2025-03-08,2025-03,81132,75k-100k,Engine,2240.66,2,T-04,Southwest,N
747,V-0222,Chevrolet,Malibu,2021,2025-07-16,2025-07,49452,25k-50k,Engine,2011.99,3,T-05,Northeast,N
748,V-0222,Chevrolet,Malibu,2021,2025-09-15,2025-09,51455,50k-75k,Engine,2259.51,5,T-13,Midwest,N
749,V-0223,Ford,Explorer,2019,2025-05-17,2025-05,91389,75k-100k,Suspension,788.53,2,T-04,Southeast,N
750,V-0223,Ford,Explorer,2019,2025-06-14,2025-06,92959,75k-100k,Suspension,588.18,2,T-05,Midwest,N
751,V-0224,Chevrolet,Equinox,2019,2025-02-13,2025-02,55266,50k-75k,Brakes,187.97,1,T-20,Southeast,N
752,V-0224,Chevrolet,Equinox,2019,2025-05-11,2025-05,57193,50k-75k,HVAC,440.08,1,T-03,Southeast,N
753,V-0224,Chevrolet,Equinox,2019,2025-06-08,2025-06,57374,50k-75k,Engine,2174.73,4,T-09,Midwest,N
754,V-0224,Chevrolet,Equinox,2019,2025-06-23,2025-06,57875,50k-75k,Suspension,378.43,1,T-13,Southeast,N
755,V-0225,Toyota,RAV4,2022,2025-01-26,2025-01,40642,25k-50k,Brakes,228.51,1,T-07,Southeast,N
756,V-0225,Toyota,RAV4,2022,2025-05-06,2025-05,44216,25k-50k,Brakes,240.97,3,T-02,Midwest,Y
757,V-0226,Toyota,Corolla,2019,2025-03-06,2025-03,89356,75k-100k,Electrical,389.7,1,T-16,Northeast,N
758,V-0226,Toyota,Corolla,2019,2025-07-07,2025-07,94116,75k-100k,Cooling System,632.16,1,T-04,Southeast,N
759,V-0226,Toyota,Corolla,2019,2025-09-13,2025-09,96914,75k-100k,HVAC,375.92,1,T-12,Northeast,N
760,V-0226,Toyota,Corolla,2019,2025-12-29,2025-12,101791,100k-150k,Cooling System,512.21,1,T-13,Northeast,N
761,V-0227,Honda,Civic,2015,2025-05-02,2025-05,96595,75k-100k,Engine,2974.48,6,T-11,Midwest,N
762,V-0227,Honda,Civic,2015,2025-12-02,2025-12,102669,100k-150k,Electrical,685.32,1,T-16,Southeast,N
763,V-0228,Honda,Civic,2019,2025-09-28,2025-09,52879,50k-75k,Electrical,812.21,3,T-12,West,N
764,V-0228,Honda,Civic,2019,2025-11-16,2025-11,54040,50k-75k,Brakes,634.68,2,T-18,Northeast,N
765,V-0229,Nissan,Sentra,2022,2025-08-08,2025-08,36872,25k-50k,Electrical,589.41,2,T-19,West,N
766,V-0229,Nissan,Sentra,2022,2025-09-15,2025-09,38063,25k-50k,HVAC,725.76,3,T-12,Southwest,N
767,V-0229,Nissan,Sentra,2022,2025-09-24,2025-09,37976,25k-50k,Brakes,251.84,2,T-17,Northeast,N
768,V-0230,Nissan,Rogue,2023,2025-06-10,2025-06,33062,25k-50k,Suspension,408.95,1,T-16,Southwest,Y
769,V-0231,Nissan,Altima,2018,2025-09-20,2025-09,104575,100k-150k,Suspension,251.47,1,T-17,West,N
770,V-0231,Nissan,Altima,2018,2025-09-26,2025-09,104813,100k-150k,Engine,2137.05,3,T-07,West,N
771,V-0231,Nissan,Altima,2018,2025-10-21,2025-10,106011,100k-150k,Engine,2047.06,4,T-13,Southwest,N
772,V-0232,Ford,F-150,2023,2025-01-09,2025-01,29667,25k-50k,Transmission,1643.06,2,T-03,Northeast,Y
773,V-0232,Ford,F-150,2023,2025-07-09,2025-07,36779,25k-50k,Electrical,305.98,1,T-06,Midwest,Y
774,V-0232,Ford,F-150,2023,2025-09-05,2025-09,39474,25k-50k,Electrical,432.62,1,T-01,Northeast,N
775,V-0232,Ford,F-150,2023,2025-11-18,2025-11,42340,25k-50k,Transmission,3322.31,8,T-04,Northeast,N
776,V-0232,Ford,F-150,2023,2025-12-09,2025-12,43290,25k-50k,Suspension,930.51,2,T-19,Southeast,N
777,V-0233,Nissan,Rogue,2016,2025-03-25,2025-03,116535,100k-150k,Engine,1194.95,2,T-17,Northeast,N
778,V-0233,Nissan,Rogue,2016,2025-06-06,2025-06,118882,100k-150k,Cooling System,648.8,1,T-14,Midwest,N
779,V-0233,Nissan,Rogue,2016,2025-07-14,2025-07,120253,100k-150k,Engine,2156.71,5,T-16,West,N
780,V-0233,Nissan,Rogue,2016,2025-08-21,2025-08,121059,100k-150k,Engine,1624.05,3,T-11,Midwest,N
781,V-0234,Toyota,Camry,2022,2025-05-03,2025-05,31064,25k-50k,Electrical,410.61,1,T-12,Northeast,Y
782,V-0234,Toyota,Camry,2022,2025-09-21,2025-09,34590,25k-50k,Brakes,476.02,1,T-05,Midwest,Y
783,V-0234,Toyota,Camry,2022,2025-10-30,2025-10,35367,25k-50k,Engine,2285.46,4,T-08,Northeast,Y
784,V-0234,Toyota,Camry,2022,2025-12-15,2025-12,36576,25k-50k,Engine,1291.93,2,T-01,Southwest,Y
785,V-0235,Toyota,Camry,2018,2025-10-20,2025-10,105624,100k-150k,Electrical,847.97,1,T-11,Southwest,N
786,V-0236,Toyota,Corolla,2017,2025-08-07,2025-08,124627,100k-150k,Electrical,810.21,1,T-14,Midwest,N
787,V-0236,Toyota,Corolla,2017,2025-10-13,2025-10,127264,100k-150k,Suspension,371.33,1,T-06,Southeast,N
788,V-0237,Chevrolet,Equinox,2022,2025-04-16,2025-04,41188,25k-50k,Electrical,483.42,1,T-11,Southwest,N
789,V-0237,Chevrolet,Equinox,2022,2025-06-05,2025-06,42994,25k-50k,Electrical,267.42,2,T-08,Northeast,N
790,V-0237,Chevrolet,Equinox,2022,2025-06-14,2025-06,43293,25k-50k,Electrical,183.3,1,T-20,Southwest,N
791,V-0237,Chevrolet,Equinox,2022,2025-07-08,2025-07,44562,25k-50k,Electrical,72.41,1,T-19,Southeast,Y
792,V-0238,Ford,Explorer,2017,2025-06-09,2025-06,127950,100k-150k,HVAC,205.96,1,T-03,Northeast,N
793,V-0238,Ford,Explorer,2017,2025-09-09,2025-09,130879,100k-150k,Suspension,392.86,1,T-08,West,N
794,V-0238,Ford,Explorer,2017,2025-09-16,2025-09,131539,100k-150k,Suspension,355.73,2,T-15,Southwest,N
795,V-0239,Honda,CR-V,2019,2025-02-08,2025-02,57035,50k-75k,Transmission,1670.61,3,T-10,Northeast,N
796,V-0239,Honda,CR-V,2019,2025-03-12,2025-03,57955,50k-75k,Brakes,496.39,1,T-05,Southeast,N
797,V-0239,Honda,CR-V,2019,2025-03-30,2025-03,58042,50k-75k,Cooling System,430.98,2,T-16,West,N
798,V-0239,Honda,CR-V,2019,2025-08-01,2025-08,61338,50k-75k,Transmission,1158.73,4,T-04,Northeast,N
799,V-0239,Honda,CR-V,2019,2025-12-31,2025-12,64913,50k-75k,Suspension,562.63,1,T-05,Northeast,N
800,V-0240,Honda,Civic,2018,2025-07-09,2025-07,105328,100k-150k,Brakes,431.9,1,T-04,West,N
801,V-0240,Honda,Civic,2018,2025-11-09,2025-11,109285,100k-150k,Engine,2244.17,6,T-03,West,N
802,V-0240,Honda,Civic,2018,2025-12-19,2025-12,110449,100k-150k,Engine,766.13,1,T-03,Northeast,N
803,V-0241,Chevrolet,Equinox,2023,2025-03-03,2025-03,20986,0-25k,Engine,2618.77,6,T-13,Southeast,Y
804,V-0241,Chevrolet,Equinox,2023,2025-04-08,2025-04,22339,0-25k,Brakes,631.01,1,T-07,Southwest,Y
805,V-0241,Chevrolet,Equinox,2023,2025-05-27,2025-05,23542,0-25k,Transmission,3169.15,9,T-18,Northeast,N
806,V-0241,Chevrolet,Equinox,2023,2025-06-08,2025-06,24219,0-25k,Brakes,180.32,1,T-11,Southeast,Y
807,V-0241,Chevrolet,Equinox,2023,2025-06-08,2025-06,24145,0-25k,Brakes,233.0,1,T-02,Midwest,N
808,V-0241,Chevrolet,Equinox,2023,2025-11-28,2025-11,29145,25k-50k,Suspension,526.32,1,T-20,Southeast,Y
809,V-0242,Nissan,Rogue,2021,2025-01-19,2025-01,30622,25k-50k,Electrical,580.68,1,T-12,Southwest,N
810,V-0242,Nissan,Rogue,2021,2025-06-13,2025-06,33902,25k-50k,Cooling System,318.44,1,T-12,Southeast,N
811,V-0242,Nissan,Rogue,2021,2025-06-15,2025-06,33877,25k-50k,Transmission,2164.53,3,T-05,Southeast,N
812,V-0242,Nissan,Rogue,2021,2025-10-28,2025-10,36998,25k-50k,Suspension,911.66,2,T-05,Midwest,N
813,V-0242,Nissan,Rogue,2021,2025-11-10,2025-11,38008,25k-50k,Transmission,1846.91,3,T-17,Northeast,N
814,V-0242,Nissan,Rogue,2021,2025-11-26,2025-11,37915,25k-50k,Transmission,1503.09,3,T-20,Southeast,N
815,V-0243,Toyota,Camry,2020,2025-03-28,2025-03,42902,25k-50k,Electrical,172.04,1,T-09,Southwest,N
816,V-0243,Toyota,Camry,2020,2025-06-01,2025-06,44279,25k-50k,Suspension,377.86,1,T-10,Southwest,N
817,V-0244,Honda,Accord,2022,2025-05-27,2025-05,30882,25k-50k,Engine,1727.88,4,T-07,Northeast,N
818,V-0244,Honda,Accord,2022,2025-05-28,2025-05,31164,25k-50k,HVAC,435.77,1,T-11,West,Y
819,V-0245,Nissan,Altima,2020,2025-04-04,2025-04,49524,25k-50k,Engine,2227.22,6,T-16,Midwest,N
820,V-0245,Nissan,Altima,2020,2025-08-12,2025-08,53552,50k-75k,Brakes,311.04,1,T-19,Midwest,N
821,V-0245,Nissan,Altima,2020,2025-11-03,2025-11,56318,50k-75k,HVAC,399.17,1,T-03,Northeast,N
822,V-0245,Nissan,Altima,2020,2025-11-21,2025-11,56978,50k-75k,HVAC,433.54,1,T-11,Midwest,N
823,V-0246,Nissan,Rogue,2019,2025-10-20,2025-10,60371,50k-75k,Engine,1066.37,4,T-12,West,N
824,V-0246,Nissan,Rogue,2019,2025-11-12,2025-11,61342,50k-75k,Engine,552.23,1,T-08,Southwest,N
825,V-0247,Ford,Escape,2017,2025-06-04,2025-06,80611,75k-100k,Cooling System,205.42,1,T-03,Southeast,N
826,V-0248,Honda,Civic,2018,2025-04-17,2025-04,90541,75k-100k,Suspension,385.07,1,T-09,Southeast,N
827,V-0248,Honda,Civic,2018,2025-06-15,2025-06,92916,75k-100k,Brakes,587.45,1,T-14,Northeast,N
828,V-0248,Honda,Civic,2018,2025-09-07,2025-09,96215,75k-100k,Suspension,589.53,1,T-11,West,N
829,V-0248,Honda,Civic,2018,2025-11-21,2025-11,98829,75k-100k,Engine,2190.6,5,T-16,Northeast,N
830,V-0248,Honda,Civic,2018,2025-12-25,2025-12,100112,100k-150k,Electrical,247.31,1,T-16,Northeast,N
831,V-0250,Ford,Escape,2019,2025-01-03,2025-01,87901,75k-100k,Engine,893.88,2,T-07,West,N
832,V-0250,Ford,Escape,2019,2025-02-26,2025-02,90308,75k-100k,Engine,2853.11,4,T-02,West,N
833,V-0250,Ford,Escape,2019,2025-11-19,2025-11,100318,100k-150k,Brakes,563.21,2,T-08,West,N
834,V-0250,Ford,Escape,2019,2025-12-09,2025-12,101516,100k-150k,Engine,700.79,2,T-19,Southeast,N
835,V-0252,Nissan,Sentra,2022,2025-01-02,2025-01,35458,25k-50k,Electrical,149.28,1,T-07,Southeast,Y
836,V-0252,Nissan,Sentra,2022,2025-07-22,2025-07,42653,25k-50k,Engine,2608.47,5,T-07,Northeast,N
837,V-0253,Chevrolet,Malibu,2017,2025-07-07,2025-07,110815,100k-150k,Transmission,1849.12,5,T-17,Southwest,N
838,V-0253,Chevrolet,Malibu,2017,2025-08-24,2025-08,112545,100k-150k,Electrical,193.32,1,T-07,West,N
839,V-0254,Ford,Escape,2022,2025-01-30,2025-01,36571,25k-50k,Electrical,818.67,3,T-01,Midwest,N
840,V-0254,Ford,Escape,2022,2025-03-25,2025-03,38570,25k-50k,HVAC,377.32,1,T-06,Southwest,Y
841,V-0254,Ford,Escape,2022,2025-08-01,2025-08,43130,25k-50k,Cooling System,316.48,1,T-01,Midwest,Y
842,V-0254,Ford,Escape,2022,2025-12-13,2025-12,48476,25k-50k,Transmission,3430.71,10,T-16,Southwest,Y
843,V-0254,Ford,Escape,2022,2025-12-30,2025-12,48532,25k-50k,Brakes,316.41,1,T-13,Midwest,Y
844,V-0255,Chevrolet,Malibu,2017,2025-01-27,2025-01,78975,75k-100k,HVAC,664.34,1,T-20,West,N
845,V-0255,Chevrolet,Malibu,2017,2025-02-07,2025-02,78608,75k-100k,HVAC,163.59,1,T-10,Southwest,N
846,V-0255,Chevrolet,Malibu,2017,2025-03-25,2025-03,80457,75k-100k,Cooling System,456.87,2,T-12,Midwest,N
847,V-0255,Chevrolet,Malibu,2017,2025-08-27,2025-08,84298,75k-100k,Brakes,327.58,1,T-15,Midwest,N
848,V-0255,Chevrolet,Malibu,2017,2025-12-31,2025-12,87292,75k-100k,Cooling System,327.12,2,T-06,Southeast,N
849,V-0256,Toyota,Camry,2023,2025-04-12,2025-04,18370,0-25k,Engine,2834.08,3,T-10,Midwest,Y
850,V-0256,Toyota,Camry,2023,2025-11-02,2025-11,23759,0-25k,Engine,1794.03,5,T-06,Northeast,Y
851,V-0256,Toyota,Camry,2023,2025-11-06,2025-11,24127,0-25k,Brakes,402.99,1,T-16,West,Y
852,V-0257,Toyota,Camry,2021,2025-03-03,2025-03,48029,25k-50k,Electrical,365.68,2,T-11,Southwest,N
853,V-0257,Toyota,Camry,2021,2025-04-27,2025-04,49919,25k-50k,Suspension,672.34,1,T-06,Southeast,N
854,V-0257,Toyota,Camry,2021,2025-05-29,2025-05,51145,50k-75k,Electrical,542.04,1,T-13,Midwest,N
855,V-0257,Toyota,Camry,2021,2025-10-23,2025-10,56224,50k-75k,Engine,3082.32,7,T-17,Midwest,N
856,V-0257,Toyota,Camry,2021,2025-10-29,2025-10,56328,50k-75k,Brakes,275.46,1,T-06,West,N
857,V-0257,Toyota,Camry,2021,2025-11-05,2025-11,56520,50k-75k,Engine,641.31,1,T-02,Southeast,N
858,V-0258,Toyota,Corolla,2017,2025-03-31,2025-03,108466,100k-150k,Electrical,769.34,2,T-09,West,N
859,V-0258,Toyota,Corolla,2017,2025-04-30,2025-04,109483,100k-150k,Suspension,525.95,2,T-16,Southeast,N
860,V-0258,Toyota,Corolla,2017,2025-12-05,2025-12,116852,100k-150k,Engine,1180.29,2,T-01,Midwest,N
861,V-0259,Ford,F-150,2017,2025-05-31,2025-05,122017,100k-150k,Cooling System,488.94,1,T-04,Southwest,N
862,V-0259,Ford,F-150,2017,2025-07-16,2025-07,123565,100k-150k,Cooling System,519.59,3,T-12,Southwest,N
863,V-0260,Ford,F-150,2023,2025-10-05,2025-10,39660,25k-50k,Engine,3102.93,10,T-12,Midwest,Y
864,V-0260,Ford,F-150,2023,2025-11-09,2025-11,40954,25k-50k,Engine,1267.28,2,T-06,Southwest,Y
865,V-0261,Honda,Civic,2017,2025-11-25,2025-11,128498,100k-150k,Transmission,3453.8,7,T-19,Northeast,N
866,V-0262,Nissan,Sentra,2023,2025-03-24,2025-03,32414,25k-50k,Brakes,536.97,1,T-15,Southwest,N
867,V-0262,Nissan,Sentra,2023,2025-05-29,2025-05,35118,25k-50k,HVAC,633.84,2,T-02,Southwest,Y
868,V-0262,Nissan,Sentra,2023,2025-07-21,2025-07,37289,25k-50k,Electrical,484.49,2,T-04,West,Y
869,V-0262,Nissan,Sentra,2023,2025-09-19,2025-09,40208,25k-50k,Electrical,474.25,1,T-13,Southwest,N
870,V-0263,Chevrolet,Silverado,2016,2025-03-15,2025-03,99990,75k-100k,Brakes,445.54,3,T-07,West,N
871,V-0263,Chevrolet,Silverado,2016,2025-10-01,2025-10,105854,100k-150k,Brakes,446.0,1,T-03,Northeast,N
872,V-0263,Chevrolet,Silverado,2016,2025-12-29,2025-12,108415,100k-150k,Transmission,2043.62,6,T-20,Northeast,N
873,V-0264,Toyota,Corolla,2017,2025-02-05,2025-02,73942,50k-75k,Brakes,474.6,1,T-02,Northeast,N
874,V-0264,Toyota,Corolla,2017,2025-03-01,2025-03,74876,50k-75k,HVAC,323.46,2,T-20,Northeast,N
875,V-0264,Toyota,Corolla,2017,2025-12-04,2025-12,82317,75k-100k,Engine,1681.81,5,T-17,Southwest,N
876,V-0265,Chevrolet,Malibu,2022,2025-06-20,2025-06,25822,25k-50k,Transmission,1278.51,5,T-13,Midwest,Y
877,V-0265,Chevrolet,Malibu,2022,2025-07-03,2025-07,26382,25k-50k,Brakes,287.44,1,T-05,Southeast,N
878,V-0265,Chevrolet,Malibu,2022,2025-09-25,2025-09,28601,25k-50k,HVAC,569.06,2,T-12,Midwest,N
879,V-0265,Chevrolet,Malibu,2022,2025-10-08,2025-10,28996,25k-50k,HVAC,185.23,1,T-20,West,N
880,V-0265,Chevrolet,Malibu,2022,2025-10-26,2025-10,29087,25k-50k,Brakes,388.62,2,T-15,Southeast,Y
881,V-0266,Chevrolet,Equinox,2018,2025-04-29,2025-04,53155,50k-75k,Brakes,432.9,1,T-10,Southwest,N
882,V-0266,Chevrolet,Equinox,2018,2025-05-01,2025-05,53542,50k-75k,HVAC,307.75,3,T-19,West,N
883,V-0266,Chevrolet,Equinox,2018,2025-05-24,2025-05,53869,50k-75k,HVAC,297.56,1,T-09,Southwest,N
884,V-0266,Chevrolet,Equinox,2018,2025-06-11,2025-06,54772,50k-75k,Suspension,695.34,1,T-05,Southeast,N
885,V-0267,Chevrolet,Silverado,2022,2025-03-06,2025-03,43539,25k-50k,Transmission,1733.52,2,T-11,West,Y
886,V-0267,Chevrolet,Silverado,2022,2025-07-25,2025-07,48528,25k-50k,Transmission,2106.2,4,T-11,West,Y
887,V-0267,Chevrolet,Silverado,2022,2025-07-28,2025-07,48928,25k-50k,Engine,2507.33,5,T-06,Southeast,Y
888,V-0267,Chevrolet,Silverado,2022,2025-08-10,2025-08,49470,25k-50k,Transmission,1251.61,2,T-12,Southwest,Y
889,V-0268,Nissan,Altima,2016,2025-09-04,2025-09,141658,100k-150k,Suspension,505.83,1,T-01,Southeast,N
